LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,WILLIE,15068,2017,5/4/2017 15:32
Dog Individual Neutered Male,MIXED,BLACK,ZEKE,15144,2017,12/29/2016 15:14
Dog Senior Citizen or Disability Spayed Female,MIXED,GREY,COCO,15065,2017,5/10/2017 13:17
Dog Individual Neutered Male,MALTI-POO,WHITE/APRICOT,OGGIE,15234,2017,3/7/2017 16:10
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,WHITE/BLACK,SAVANNAH,15136,2017,6/16/2017 8:52
Dog Senior Citizen or Disability Spayed Female,LHASA APSO,CREAM,HONEY,15044,2017,1/6/2017 15:17
Dog Individual Spayed Female,COCKER SPANIEL,BUFF,MISTY MAY,15236,2017,12/12/2016 13:34
Dog Individual Male,LAB MIX,WHITE/BLACK/BROWN,CHOMPERS,15024,2017,4/25/2017 15:58
Dog Individual Neutered Male,MASTIFF,FAWN,BRUTUS,15122,2017,12/21/2016 8:44
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BLACK,ALLEGRA,15139,2017,12/9/2016 10:27
Dog Senior Citizen or Disability Neutered Male,RAT TERRIER,WHITE,COOPER,15239,2017,12/19/2016 15:13
Dog Senior Citizen or Disability Neutered Male,ROTTWEILER,BLACK/BROWN,HADES,15136,2017,6/8/2017 15:07
Dog Individual Spayed Female,GER SHEPHERD,SABLE,DUCHESS ADELHEID,15108,2017,1/9/2017 16:02
Dog Senior Citizen or Disability Neutered Male,LAB MIX,BLACK,ROSCOE,15126,2017,12/19/2016 8:21
Dog Senior Citizen or Disability Neutered Male,GOLDENDOODLE,BLACK,SHADOW,15068,2017,1/5/2017 8:35
Dog Individual Spayed Female,SHETLAND SHEEPDOG,WHITE/BROWN,MAPLE,15090,2017,5/24/2017 13:49
Dog Individual Neutered Male,LAB MIX,BLACK,IKE,15223,2017,1/6/2017 8:41
Dog Individual Neutered Male,LABRADOR RETRIEVER,WHITE/YELLOW,OZZY,15146,2017,12/29/2016 15:14
Dog Individual Neutered Male,MIXED,TAN,SHAGGY,15108,2017,1/5/2017 9:17
Dog Individual Spayed Female,GER SHEPHERD,SABLE,SAIGE,15101,2017,12/19/2016 15:40
Dog Individual Spayed Female,MALTESE,WHITE,TISA,15108,2017,3/6/2017 16:01
Dog Individual Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,LUCY,15024,2017,3/31/2017 14:29
Dog Senior Citizen or Disability Spayed Female,PARSON RUSSELL TERR,SPOTTED,CHLOE,15235,2017,7/27/2017 10:04
Dog Individual Neutered Male,MIXED,SPOTTED,MAVERICK,15237,2017,2/23/2017 16:07
Dog Individual Spayed Female,LAB MIX,BLACK,HARLEY,15214,2017,1/9/2017 16:38
Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,BAILEY,15084,2017,1/9/2017 16:02
Dog Individual Spayed Female,AM PIT BULL TERRIER,BLACK,PAIGE,15218,2017,1/18/2017 12:17
Dog Individual Male,BOXER,BLACK/BROWN,BRUTIS,15065,2017,12/13/2016 8:34
Dog Individual Neutered Male,BORD COLLIE MIX,WHITE/BLACK,DUKE,15235,2017,1/12/2017 9:36
Dog Senior Citizen or Disability Spayed Female,TERRIER,BROWN,DIAMOND,15221,2017,1/9/2017 16:01
Dog Individual Male,YORKSHIRE TERRIER,BLUE/GOLD,COOPER,15116,2017,5/9/2017 11:33
Dog Senior Citizen or Disability Neutered Male,.,.,NO DOG INFORMATION ON APPLICATION,15227,2017,1/10/2017 15:55
Dog Individual Spayed Female,WELSH CORGI PEMBROK,TRI-COLOR,LILAH,15146,2017,12/12/2016 13:35
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/GREY,GOON,15146,2017,4/6/2017 10:13
Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK/BROWN,TWEETY BIRD,15146,2017,12/15/2016 16:07
Dog Senior Citizen or Disability Neutered Male,BOXER MIX,BROWN,CATO,15024,2017,3/6/2017 16:28
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK,ROXY,15116,2017,2/14/2017 15:19
Dog Individual Female,LABRADOR RETRIEVER,RED,DUMPLING,15071,2017,1/18/2017 9:07
Dog Senior Citizen or Disability Spayed Female,SCHNAUZER MIN,BLACK/BROWN,FRITZI,15235,2017,1/12/2017 9:36
Dog Individual Spayed Female,LAB MIX,BLACK WITH WHITE,ZOWIE,15136,2017,9/11/2017 13:51
Dog Individual Spayed Female,CHIHUAHUA MIX,BLACK/BROWN,ISADORA,15228,2017,12/6/2016 11:33
Dog Individual Female,BASSET HOUND,WHITE/BROWN,MOLLY,15026,2017,1/20/2017 15:56
Dog Individual Spayed Female,MIXED,WHITE,VERA,15143,2017,12/12/2016 9:34
Dog Individual Female,GER SHEPHERD,BLACK,PIPER,15090,2017,12/16/2016 8:40
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,BELLE STARK,15090,2017,2/22/2017 15:37
Dog Individual Neutered Male,TERRIER MIX,TRI-COLOR,JACKSON,15044,2017,2/8/2017 14:10
Dog Individual Spayed Female,TERRIER MIX,TRI-COLOR,REBEL,15044,2017,2/8/2017 14:10
Dog Individual Neutered Male,MIXED,SPOTTED,BOUDREAUX,15146,2017,12/15/2016 8:37
Dog Senior Citizen or Disability Female,BORD COLLIE,WHITE/BLACK,LYNDY,15122,2017,2/28/2017 16:02
Dog Individual Neutered Male,CHIHUAHUA,BLACK,KIPPER,15205,2017,4/25/2017 14:17
Dog Individual Female,GER SHEPHERD,BLACK/BROWN,ANGEL,15136,2017,4/12/2017 12:14
Dog Individual Male,MIXED,BLACK/BROWN,HITCH,15106,2017,5/4/2017 12:20
Dog Individual Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,SADIE,15137,2017,1/6/2017 14:12
Dog Individual Spayed Female,CAIRN TERRIER,GREY,SCOUT,15243,2017,1/13/2017 9:50
Dog Individual Spayed Female,YORKSHIRE TERR MIX,WHITE/TAN,SOPHIE,15106,2017,1/24/2017 16:31
Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE/BLACK,TEX,15045,2017,2/24/2017 9:09
Dog Individual Neutered Male,YORKSHIRE TERR MIX,WHITE/BLACK,RALPH,15239,2017,1/10/2017 16:19
Dog Individual Neutered Male,DACHSHUND,BROWN/TAN/BRINDLE,LOMPOR,15122,2017,12/12/2016 16:17
Dog Individual Neutered Male,LAB MIX,WHITE,LUCKY,15218,2017,1/12/2017 14:15
Dog Individual Spayed Female,BEAGLE MIX,BROWN,MAYLENE,15229,2017,12/19/2016 15:41
Dog Individual Spayed Female,BEAGLE,TRI-COLOR,PUNKY,15202,2017,12/15/2016 8:37
Dog Individual Neutered Male,SCHNAUZER MIN,WHITE,OZZY,15237,2017,12/20/2016 8:54
Dog Senior Citizen or Disability Male,BOXER,BRINDLE,DAKOTA,15235,2017,12/8/2016 10:09
Dog Senior Citizen or Disability Female,SIB HUSKY MIX,TAN,GERTRUDE,15101,2017,12/28/2016 9:44
Dog Senior Citizen or Disability Male,BOXER,FAWN,JADE,15235,2017,12/8/2016 10:09
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,PENNY,15216,2017,12/14/2016 9:27
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,HUNTER,15221,2017,7/3/2017 16:07
Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE/BLACK,SIR OLIVER TWIST,15136,2017,1/5/2017 16:35
Dog Individual Female,GREAT DANE,BLACK,LUNA,15025,2017,1/10/2017 15:55
Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERR MIX,BROWN,BUDDY,15220,2017,5/8/2017 14:55
Dog Individual Female,RHODESIAN RIDGEBACK,WHEATON,TAYLOR,15084,2017,2/3/2017 14:02
Dog Senior Citizen or Disability Spayed Female,BLACK FOREST HOUND,BLACK,NOVA,15037,2017,12/15/2016 14:50
Dog Senior Citizen or Disability Neutered Male,NEWFOUNDLAND,BLACK,CLAVEY,15218,2017,1/4/2017 15:56
Dog Individual Spayed Female,YORKSHIRE TERRIER,WHITE/TAN,CHLOE,15065,2017,2/13/2017 11:54
Dog Individual Spayed Female,YORKSHIRE TERRIER,BROWN,ZORA,15044,2017,2/7/2017 8:39
Dog Individual Spayed Female,YORKSHIRE TERRIER,BROWN,REBECCA,15202,2017,1/5/2017 8:35
Dog Senior Citizen or Disability Spayed Female,COTON DE TULEAR,WHITE,PIPPA,15126,2017,1/20/2017 8:38
Dog Individual Spayed Female,COTON DE TULEAR,WHITE,PIPPA,15126,2017,1/20/2017 8:38
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK,RILEY,15102,2017,12/14/2016 8:40
Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,BRUTUS,15144,2017,12/5/2016 16:12
Dog Individual Spayed Female,POODLE MIX,WHITE,CASPER IVORY,15122,2017,5/8/2017 16:00
Dog Senior Citizen or Disability Spayed Female,MOUNTAIN CUR,BRINDLE,KISSY,15227,2017,12/30/2016 15:41
Dog Individual Spayed Female,ALAS MALAMUTE,WHITE,RUBY,15120,2017,2/28/2017 16:02
Dog Individual Neutered Male,MIN PINSCHER,BLACK/TAN,REESE,15229,2017,1/12/2017 14:57
Dog Individual Female,GER SHORTHAIR POINT,LIVER,COCOA,15133,2017,1/3/2017 8:57
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,DELLA W. RICA,15090,2017,12/9/2016 10:27
Dog Individual Neutered Male,YORKSHIRE TERR MIX,BLACK/TAN,JAX,15209,2017,4/11/2017 11:43
Dog Individual Spayed Female,AM PIT BULL TERRIER,BLACK,HARLEY QUINN,15210,2017,10/2/2017 14:57
Dog Individual Spayed Female,POODLE MIX,BLACK,CHANNING,15227,2017,1/17/2017 12:33
Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,BUDDY,15241,2017,1/6/2017 8:40
Dog Individual Female,BOSTON TERRIER,BLACK WITH WHITE,BEANS,15084,2017,1/3/2017 10:08
Dog Individual Spayed Female,LAB MIX,WHITE/BLACK,SPUNKY,15209,2017,2/28/2017 8:44
Dog Individual Neutered Male,LABRADOODLE,BUFF,DOBBY,16046,2017,4/27/2017 15:55
Dog Individual Spayed Female,LABRADOODLE,BUFF,LUNA,16046,2017,4/27/2017 15:55
Dog Individual Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,SAM CULLEN,15015,2017,12/12/2016 16:16
Dog Senior Citizen or Disability Spayed Female,GOLDENDOODLE,CREAM,BELLA,15237,2017,12/15/2016 16:07
Dog Individual Male,AKITA,WHITE,kodo,15235,2017,5/11/2017 15:52
Dog Individual Spayed Female,PARSON RUSSELL TERR,WHITE/BEIGE,BLISS,15132,2017,2/23/2017 16:27
Dog Individual Female,BASENJI,BRINDLE,ISIS,15132,2017,2/23/2017 16:27
Dog Individual Spayed Female,BEAGLE MIX,WHITE/BLACK/BROWN,VIPER,15221,2017,1/5/2017 8:36
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BROWN,LILY,15122,2017,12/19/2016 8:21
Dog Individual Spayed Female,MIXED,WHITE/BROWN,DIAMOND,15116,2017,1/3/2017 14:03
Dog Individual Male,GOLDEN RETRIEVER,BROWN,JAKE,15068,2017,2/24/2017 8:33
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BLACK,KATIE LOUISE,15146,2017,12/8/2016 16:26
Dog Individual Spayed Female,MALTESE,WHITE,DAYZI,15044,2017,2/15/2017 15:53
Dog Individual Neutered Male,FOX TERRIER TOY,WHITE,CHAD,15237,2017,1/9/2017 16:38
Dog Individual Neutered Male,DACHSHUND,WHITE/BROWN,RASCAL,15228,2017,2/15/2017 15:55
Dog Individual Male,DACHSHUND,WHITE/BROWN,RASCAL,15228,2017,2/15/2017 15:55
Dog Individual Male,DACHSHUND,WHITE/BROWN,RASCAL,15228,2017,2/15/2017 15:55
Dog Individual Neutered Male,COCKER SPANIEL,BUFF,WEBSTER,15025,2017,5/18/2017 13:36
Dog Individual Spayed Female,HAVANESE,WHITE,MUFFIN,15136,2017,2/23/2017 15:04
Dog Individual Neutered Male,RAT TERRIER,SPOTTED,BJ,15104,2017,2/27/2017 14:52
Dog Individual Male,RAT TERRIER,SPOTTED,BJ,15104,2017,2/27/2017 14:52
Dog Individual Spayed Female,ROTTWEILER,BLACK/BROWN,BABY,15215,2017,2/6/2017 12:09
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BLACK,COOPER,15227,2017,12/6/2016 16:08
Dog Individual Spayed Female,CAIRN TERRIER,BLACK,OLIVIA,15229,2017,1/19/2017 14:26
Dog Individual Neutered Male,GER SHEPHERD MIX,BLACK,FALCO,15108,2017,1/5/2017 9:17
Dog Individual Spayed Female,BOSTON TERRIER,BROWN,RIPLEY,15146,2017,12/8/2016 14:18
Dog Individual Neutered Male,VIZSLA,BROWN,SAMMY,15116,2017,1/5/2017 16:35
Dog Individual Neutered Male,SIB HUSKY,BROWN,ZEUS,15146,2017,2/9/2017 8:46
Dog Senior Citizen or Disability Female,AM PIT BULL TERRIER,WHITE/BROWN,MOLLY,15035,2017,12/14/2016 9:08
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,CHIEF,15106,2017,5/22/2017 10:38
Dog Individual Spayed Female,COCKAPOO,BROWN,ABBI,15014,2017,1/18/2017 15:11
Dog Individual Neutered Male,LABRADOR RETRIEVER,YELLOW,JT,15025,2017,3/31/2017 9:24
Dog Individual Spayed Female,LAB MIX,CHOCOLATE,ANGEL,15227,2017,1/9/2017 8:39
Dog Senior Citizen or Disability Spayed Female,LAB MIX,CHOCOLATE,ANGEL,15227,2017,1/9/2017 8:39
Dog Senior Citizen or Disability Spayed Female,POMERANIAN,BLACK,PATCHOULI,15243,2017,4/24/2017 15:06
Dog Individual Neutered Male,PAPILLON,WHITE/BLACK,CASEY,15068,2017,2/10/2017 13:32
Dog Individual Neutered Male,BOXER,BLACK/BROWN,FROTO,15243,2017,4/27/2017 12:55
Dog Individual Male,POODLE MIX,WHITE/BEIGE,RILEY,15017,2017,5/8/2017 16:22
Dog Individual Neutered Male,LAB MIX,BLACK,ZEKE,15101,2017,4/26/2017 10:45
Dog Individual Spayed Female,MIXED,BLACK,NUTMEG,15238,2017,12/21/2016 12:11
Dog Individual Male,LHASA APSO,WHITE/BROWN,MONTY,15131,2017,6/29/2017 14:11
Dog Individual Neutered Male,BEAGLE MIX,WHITE/BROWN,JACK,15045,2017,3/6/2017 9:42
Dog Individual Neutered Male,BEAGLE MIX,WHITE/BLACK/BROWN,BAXTER,15045,2017,3/6/2017 9:42
Dog Individual Male,GER SHEPHERD,BLACK/BROWN,MOZART,15090,2017,1/6/2017 14:12
Dog Individual Neutered Male,MORKIE,BLACK/TAN,CHIP,15216,2017,4/12/2017 13:06
Dog Individual Spayed Female,TERRIER,BLACK,CLOVER,15068,2017,5/17/2017 11:56
Dog Individual Neutered Male,DACHSHUND,BLACK/BROWN,JACK,15044,2017,12/14/2016 8:41
Dog Individual Spayed Female,DACHSHUND,BLACK/BROWN,IRIS,15044,2017,12/12/2016 9:35
Dog Senior Citizen or Disability Spayed Female,TREEING CUR,BRINDLE,MOLLY,15236,2017,12/29/2016 8:43
Dog Senior Citizen or Disability Spayed Female,MALTESE MIX,WHITE/BROWN,MISSY,15235,2017,2/17/2017 8:34
Dog Individual Spayed Female,BOXER,BROWN,ANNA BELLE,15084,2017,1/12/2017 14:57
Dog Senior Citizen or Disability Spayed Female,SHIH TZU,SPOTTED,ZOIE,15132,2017,1/24/2017 15:11
Dog Individual Spayed Female,DOBERMAN PINSCHER,BROWN,LUCY,15236,2017,1/9/2017 11:07
Dog Individual Neutered Male,BOXER MIX,BROWN,CHUEY,15215,2017,3/20/2017 11:17
Dog Individual Neutered Male,BORD COLLIE MIX,BLACK,JACK,15235,2017,12/9/2016 14:53
Dog Senior Citizen or Disability Spayed Female,DACHSHUND,RED,TABITHA,15229,2017,12/15/2016 15:22
Dog Individual Spayed Female,MALTESE,WHITE,GIA,15205,2017,5/4/2017 15:32
Dog Individual Male,MALTESE,WHITE,JOY JOY,15205,2017,5/4/2017 15:37
Dog Individual Neutered Male,MIXED,BLACK WITH WHITE,AMOS,15236,2017,2/9/2017 16:09
Dog Individual Neutered Male,MIXED,BLACK,MURPHY,15239,2017,6/12/2017 11:25
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERRIER,BLUE/GOLD,MERCEDES,15221,2017,1/25/2017 10:03
Dog Senior Citizen or Disability Neutered Male,POODLE TOY,BEIGE,FLURRY,15237,2017,12/19/2016 15:41
Dog Individual Male,AM STAFF TERRIER,WHITE/BLACK,CLEMENZA,15137,2017,3/23/2017 11:58
Dog Individual License - FREE,LAB MIX,BROWN,HARTMANN,15044,2017,4/28/2017 16:33
Dog Individual Spayed Female,SHIH TZU,WHITE/TAN,ROSIE,15102,2017,12/15/2016 10:16
Dog Individual Neutered Male,SHIH TZU,TAN,TEDDY,15102,2017,12/15/2016 10:16
Dog Individual Spayed Female,LABRADOR RETRIEVER,WHITE,NONA,15015,2017,1/9/2017 14:55
Dog Individual Spayed Female,MORKIE,WHITE,JADA,15102,2017,1/11/2017 11:05
Dog Individual Neutered Male,BEAGLE MIX,SPOTTED,PEANUT,15108,2017,5/9/2017 14:49
Dog Senior Citizen or Disability Male,ROTTWEILER MIX,BLACK/GOLD,DARBY,15147,2017,1/10/2017 16:19
Dog Senior Citizen or Disability Male,SHIH TZU,BROWN,FARLEY,15146,2017,12/15/2016 10:16
Dog Individual Spayed Female,LAB MIX,BROWN,MECCA,15126,2017,12/6/2016 16:08
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,WHITE/BLACK,MOOSE,15102,2017,1/25/2017 16:03
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,WHITE/BLACK,JOSIE,15102,2017,1/25/2017 16:03
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,WHITE/BLACK/BROWN,LUCY,15035,2017,1/31/2017 8:46
Dog Senior Citizen or Disability Spayed Female,COLLIE MIX,BLACK/TAN,TARA,15243,2017,2/21/2017 12:06
Dog Individual Spayed Female,BOSTON TERRIER,BRINDLE,GRACIE,15238,2017,12/15/2016 16:01
Dog Individual Neutered Male,SCHNAUZER MIN,BLACK,FRED,15237,2017,12/8/2016 10:09
Dog Individual Female,POODLE MIX,WHITE,SAM,15215,2017,6/1/2017 15:39
Dog Individual Spayed Female,CHIHUAHUA,WHITE/BLACK,BABY,15132,2017,1/11/2017 14:40
Dog Senior Citizen or Disability Spayed Female,DACHSHUND,BLACK/BROWN,DAISY,15146,2017,12/16/2016 8:40
Dog Individual Male,BOXER,BLACK,PRESLEY,15146,2017,2/23/2017 10:05
Dog Individual Male,BOXER,BROWN,CASSIUS,15146,2017,2/23/2017 10:05
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,BLESSING,15131,2017,12/14/2016 12:40
Dog Individual Neutered Male,BERNESE MTN DOG,TRI-COLOR,BOOMER,15044,2017,12/14/2016 16:17
Dog Individual Spayed Female,MASTIFF,BROWN,CENA,15136,2017,1/20/2017 15:56
Dog Individual Neutered Male,SCHNOODLE,BLACK/GREY,YUKON,15139,2017,2/27/2017 13:21
Dog Individual Neutered Male,LAB MIX,YELLOW,SAWYER,15235,2017,12/14/2016 12:23
Dog Individual Neutered Male,CHOW CHOW MIX,MULTI,MAX,15131,2017,2/24/2017 14:59
Dog Individual Spayed Female,SIB HUSKY,WHITE/BLACK,COLBY,15101,2017,2/24/2017 15:28
Dog Senior Citizen or Disability Female,ROTTWEILER,BLACK/BROWN,JAZZ,15146,2017,1/3/2017 11:57
Dog Individual Spayed Female,BOXER MIX,BROWN,REMINGTON,15071,2017,3/15/2017 8:44
Dog Individual Male,FOX TERRIER TOY,SPOTTED,BRUNO,15044,2017,2/17/2017 12:33
Dog Individual Neutered Male,BEAGLE MIX,RED/BROWN,ROCKY,15235,2017,12/14/2016 8:40
Dog Individual Spayed Female,AM PITT BULL MIX,BROWN,KOKO,15146,2017,1/4/2017 15:56
Dog Individual Spayed Female,YORKSHIRE TERRIER,BLACK/TAN,BLUE,15239,2017,3/7/2017 15:09
Dog Individual Male,CHIHUAHUA,BLACK/TAN/WHITE,PEEWEE,15122,2017,5/5/2017 10:17
Dog Individual Female,MIXED,RED,RUBY,15237,2017,10/2/2017 14:57
Dog Individual Neutered Male,CHES BAY RETRIEVER,BROWN,PREFONTAINE,15024,2017,1/20/2017 13:33
Dog Individual Neutered Male,LAB MIX,BLACK,TOBIAS,15047,2017,12/13/2016 16:03
Dog Individual Neutered Male,ENG BULLDOG,BRINDLE,JACK,15017,2017,4/26/2017 12:53
Dog Individual Neutered Male,GER SHEPHERD,BLACK,GENO,15147,2017,1/6/2017 11:41
Dog Individual Spayed Female,GER SHEPHERD,BLACK/TAN,KIRA,15147,2017,1/6/2017 15:17
Dog Individual Male,DACHSHUND,BROWN,DIESEL,15227,2017,4/27/2017 13:11
Dog Senior Citizen or Disability Male,CHINESE SHAR-PEI,BROWN,PING,15132,2017,4/24/2017 10:47
Dog Individual Neutered Male,SHIH TZU,BLACK WITH WHITE,CHOPPER,15017,2017,1/19/2017 16:15
Dog Individual Neutered Male,LAB MIX,BLONDE,SARGE,15136,2017,1/9/2017 9:11
Dog Individual Neutered Male,POMERANIAN MIX,BLACK,GIZZIMO,15235,2017,8/2/2017 12:03
Dog Individual Neutered Male,BEAGLE MIX,BLACK/BROWN,BOWSER,15046,2017,12/20/2016 15:39
Dog Individual Spayed Female,KEESHOND,BLACK/GREY,BLAYNEY,15044,2017,4/20/2017 14:04
Dog Individual Neutered Male,GER SHEPHERD MIX,BLACK/TAN,BAXTER,15116,2017,2/16/2017 8:37
Dog Individual Male,SIB HUSKY,WHITE/BLACK/GREY,RICO,15065,2017,5/22/2017 13:53
Dog Individual Neutered Male,COCKAPOO,WHITE,SNUGGLES,15239,2017,4/25/2017 15:58
Dog Individual Spayed Female,HOUND MIX,BROWN,CARMEN,15146,2017,7/28/2017 12:33
Dog Individual Neutered Male,ENG SPRINGER SPANIE,SPOTTED,GEORGE,15034,2017,12/28/2016 16:31
Dog Individual Spayed Female,OTHER,GREY,ANGEL,15139,2017,4/6/2017 15:30
Dog Individual Spayed Female,CHIHUAHUA MIX,BLACK/BROWN,DAISY GELSTON,15120,2017,1/12/2017 9:36
Dog Individual Spayed Female,BERNESE MTN DOG,SPOTTED,EMMI,15146,2017,3/23/2017 14:32
Dog Individual Spayed Female,GER SHEPHERD MIX,GREY,CHARLIE,15241,2017,4/28/2017 12:01
Dog Individual Spayed Female,MALTESE,WHITE,BELLA,15106,2017,12/8/2016 10:09
Dog Individual Male,CHINESE SHAR-PEI,BLACK,JAKE,15116,2017,12/9/2016 14:53
Dog Individual Male,LABRADOR RETRIEVER,GOLD,MARLEY,15044,2017,12/14/2016 16:17
Dog Individual Female,BOYKIN SPANIEL,BROWN,SHILOH,15237,2017,4/4/2017 12:37
Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERRIER,BLACK/TAN/WHITE,VINNIE,15135,2017,12/12/2016 8:54
Dog Individual Female,ENGLISH MASTIFF,BLACK,DAISY,15133,2017,3/1/2017 14:01
Dog Senior Citizen or Disability Neutered Male,BORD COLLIE,WHITE/BLACK,BRODY,15116,2017,12/30/2016 11:28
Dog Individual Spayed Female,ROTTWEILER,BLACK/BROWN,ZADA DILLARD,15239,2017,12/7/2016 8:49
Dog Individual Neutered Male,BEAGLE,TRI-COLOR,JINX,15046,2017,2/6/2017 13:48
Dog Individual Spayed Female,LAB MIX,TAN,PENNY,15229,2017,4/24/2017 16:16
Dog Individual Neutered Male,LAB MIX,BROWN,RILEY,15229,2017,4/24/2017 16:16
Dog Individual Spayed Female,AM PIT BULL TERRIER,BROWN,LAYLA,15205,2017,12/22/2016 16:28
Dog Individual Male,BEAGLE,WHITE/BLACK/BROWN,BUDDY,15017,2017,3/3/2017 14:14
Dog Individual Spayed Female,AM PITT BULL MIX,BRINDLE,RUE,15238,2017,3/7/2017 16:10
Dog Individual Female,ST BERNARD,WHITE/BLACK/BROWN,TITAN,15017,2017,3/3/2017 14:14
Dog Individual Neutered Male,MIXED,BLACK,RICO,15132,2017,1/19/2017 11:31
Dog Individual Female,MIXED,BLACK,KENZI,15132,2017,1/19/2017 11:31
Dog Individual Neutered Male,SHIH TZU,WHITE/BLACK,BOJAI,15044,2017,2/2/2017 14:34
Dog Individual Neutered Male,LABRADOR RETRIEVER,WHITE/BROWN,PACHE,15236,2017,12/9/2016 10:27
Dog Individual Spayed Female,ENG SETTER,SPOTTED,BELLA,15037,2017,12/12/2016 9:35
Dog Individual Spayed Female,AM PITT BULL MIX,WHITE/GREY,STORM,15044,2017,1/10/2017 13:18
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,ZIVA,15046,2017,2/23/2017 15:00
Dog Individual Spayed Female,SIB HUSKY,WHITE/BLACK/GREY,MAYA,15146,2017,12/12/2016 16:17
Dog Individual Neutered Male,GER SHEPHERD,WHITE/TAN,REX,15239,2017,1/10/2017 16:19
Dog Senior Citizen or Disability Neutered Male,BEAGLE,WHITE/BLACK/BROWN,OSCAR,15234,2017,4/25/2017 10:36
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,GRACIE,15084,2017,12/14/2016 12:24
Dog Individual Male,GER PINSCHER,BLACK,GENGHIS,15205,2017,12/13/2016 15:53
Dog Individual Spayed Female,LAB MIX,BLACK,SAMANTHA,15136,2017,2/7/2017 16:05
Dog Individual Neutered Male,BICHON FRISE,WHITE,DOZER,15135,2017,9/8/2017 15:58
Dog Senior Citizen or Disability Neutered Male,GER SHEPHERD,BLACK/TAN,KING,15227,2017,4/26/2017 8:47
Dog Individual Spayed Female,AM BULLDOG,WHITE/BROWN,TRIXIE,15236,2017,12/28/2016 13:29
Dog Individual Spayed Female,BEAGLE MIX,MULTI,MURPHY,15106,2017,1/11/2017 11:06
Dog Individual Spayed Female,BOXER,BROWN,MARLEY,15137,2017,3/22/2017 8:38
Dog Individual Neutered Male,TAG,BLONDE,REX,15236,2017,5/22/2017 11:05
Dog Individual Spayed Female,AM PITT BULL MIX,TAN,ZOEY,15122,2017,5/8/2017 13:43
Dog Individual Spayed Female,GOLDEN RETRIEVER,WHITE,BAILEY ROSE,15044,2017,12/15/2016 12:28
Dog Senior Citizen or Disability Spayed Female,MIXED,TAN,BELLA,15209,2017,5/2/2017 11:09
Dog Individual Male,AM PIT BULL TERRIER,WHITE/BROWN,DOOCHIE,15120,2017,2/2/2017 11:14
Dog Individual Neutered Male,PUG,BLACK/FAWN,OTTIS,15065,2017,1/24/2017 16:31
Dog Senior Citizen or Disability Neutered Male,CHIHUAHUA,WHITE/BROWN,PEPI,15216,2017,1/5/2017 11:21
Dog Individual Neutered Male,PARSON RUSSELL TERR,BROWN,CHUBBS,15236,2017,1/20/2017 9:00
Dog Individual License Duplicate,PARSON RUSSELL TERR,BROWN,CHUBBS,15236,2017,5/24/2017 14:55
Dog Senior Citizen or Disability Spayed Female,SHETLAND SHEEPDOG,SABLE/WHITE,SAMANTHA,15146,2017,1/9/2017 15:26
Dog Individual Spayed Female,AM PIT BULL TERRIER,BRINDLE,MOLLY PUSEY,15137,2017,12/16/2016 9:08
Dog Senior Citizen or Disability Neutered Male,TAG,TAN,MAX,15236,2017,12/14/2016 9:07
Dog Individual Neutered Male,POODLE MIX,BLACK,MR. HIGGINS,15228,2017,1/10/2017 16:34
Dog Senior Citizen or Disability Male,LEONBERGER,BROWN,ZIGGY,15129,2017,6/30/2017 13:49
